-0.029802216;0.7431024;-0.39045632;-0.5714832;-0.6000907;-0.5871329;-0.5573478;-0.6257999;-0.80367655;-0.5250541;-0.6784838;-0.82471657;-0.64498216;-0.7587567;-0.6858305;-0.74520135;-0.861658;-0.7951811;-0.8298746;-0.7800955
-0.8915415;0.86965764;1.0874249;-0.16506904;-0.44578964;-0.5506749;-0.5101251;-1.0297571;-1.144785;-0.66703063;-1.1914625;-1.2502038;-0.8245443;-1.036078;-0.89268726;-0.46632612;-1.2320209;-1.1143554;-1.358637;-0.9636006
-0.064022906;0.7221275;-0.37250537;-0.57218564;-0.46736303;-0.5466185;-0.31610447;-0.67249733;-0.9210883;-0.61998135;-0.8518398;-0.9893012;-0.45303267;-0.70344734;-0.66801757;-0.66535836;-0.82378936;-0.79266405;-0.9381576;-0.90525556
-0.92026985;0.8749328;0.8033153;-0.16344751;-0.43262362;-0.5123497;-0.54316014;-0.9187591;-1.2076045;-0.57297575;-1.052533;-1.2836548;-0.8355938;-1.046975;-0.9240132;-0.5521588;-1.2263845;-0.9746815;-1.2758594;-0.9050208
-0.8484834;0.8360367;0.85931444;-0.068669975;-0.62053436;-0.65302974;-0.3985664;-0.8206108;-1.192378;-0.5416719;-1.0442269;-1.2650406;-0.674184;-1.0014671;-1.0445371;-0.3052424;-1.1416237;-1.0851936;-1.2743148;-0.92684823
0.24908185;0.40707392;-0.52996653;-0.6589045;-0.7521691;-0.6336623;-0.027409138;-0.9315584;-0.9698412;-0.68806;-0.72226954;-0.9515336;-0.86473626;-0.8575432;-0.87310696;-0.6601952;-0.9517507;-0.77832115;-1.042586;-1.5473044
-0.69711095;0.854603;0.98553956;-0.15356882;-0.32631704;-0.6805603;-0.06055222;-0.6629483;-0.9037713;-0.30766246;-0.8889302;-1.1064692;-0.52128464;-0.96928793;-0.75494736;-0.5892811;-1.0520449;-1.0221981;-1.2059993;-0.9982101
1.8316807;-2.2922966;-3.2331867;-3.1625628;-5.5317774;-3.040906;-2.7632477;-3.335097;0.49306783;1.1555879;-4.3482633;2.2394922;2.0856519;-1.4501522;-3.6758392;0.6487267;2.5254607;-6.1737494;-3.3577325;-0.5160942
-0.9154644;0.89135724;0.83347505;-0.16375317;-0.5209336;-0.549841;-0.3676288;-0.9070592;-1.1294535;-0.62153715;-0.9658019;-1.2130065;-0.7960453;-0.91075075;-1.0098426;-0.61541474;-1.1811657;-1.001685;-1.3780695;-1.0437826
-0.6383296;0.8033439;3.7116148;0.74577534;0.3903346;-2.5987267;2.0659478;-1.7140188;-1.0339444;-3.3460329;-5.1473465;-1.4737155;-0.48057777;-0.27345592;-2.6439707;-1.3871809;-2.1262558;-1.407561;0.6859883;-2.0928168
-0.019951612;0.7284689;-0.46539497;-0.6041641;-0.61087936;-0.6797811;-0.20400764;-0.6411395;-0.84556156;-0.49338245;-0.9091585;-0.8315222;-0.59511226;-0.65686023;-0.59045184;-0.784971;-0.87818205;-0.73012537;-0.88008714;-0.93174815
-0.10000038;-0.27843118;-3.4472342;0.2135072;2.1630933;0.83081996;2.2615016;1.3816949;-2.7019992;-6.3028884;-8.790079;-4.7158523;2.127164;-1.1728654;2.8937948;-5.9620295;-4.9223228;-9.925522;-4.8641195;-3.6558871
-0.89487344;0.8559323;0.97970283;-0.061547544;-0.56085974;-0.5311796;-0.4351729;-0.9800302;-1.1213477;-0.5985295;-1.1021596;-1.1628822;-0.7290998;-0.9509617;-0.95492727;-0.5702546;-1.2115588;-0.9530057;-1.3450167;-1.0012789
-0.9000868;0.84878176;1.1130885;0.026032446;-0.44863576;-0.4415825;-0.23578915;-0.95124817;-0.99325716;-0.37339085;-0.95433193;-1.2297977;-0.7144776;-1.0679551;-0.9837791;-0.65947914;-1.2154906;-1.0784353;-1.215335;-1.0412462
-0.90679646;0.8664019;0.93127143;-0.12212405;-0.4485356;-0.62226045;-0.38195768;-0.82041824;-0.99964786;-0.8074317;-1.1114496;-1.1659138;-0.79694164;-0.9444587;-0.9454127;-0.54046893;-1.1947837;-1.0207026;-1.2026622;-0.98283094
-0.8881599;0.864111;0.80853474;-0.16529882;-0.6102849;-0.58207154;-0.38879508;-0.89590806;-1.0559525;-0.61985224;-1.0525051;-1.1222634;-0.781902;-1.0071316;-0.84805745;-0.33111808;-1.0557294;-0.95856863;-1.3309267;-1.0281934
